creation_date,status,order_id,shipper_name,ship_mode,cod_amount,insured_value,delivery_fee,item_description,origin_region,start_clock_date,district,city,province,day_to_arv
09/05/2023,Completed,1763869,(Inxxx),SECOND CLASS,897700.0,872200.0,16370.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Greater Jakarta,2023-05-09 22:45:39,Larangan,Kab. Pamekasan,Jawa Timur,3.0
09/05/2023,Completed,1984714,(Koxxx),SECOND CLASS,598000.0,555000.0,40515.0,OPPO F1S hp baru RAM 4/64 GB Fullset game ponsel kamera 4G LTE,Greater Jakarta,2023-05-09 22:48:47,Manis Mata,Kab. Ketapang,Kalimantan Barat,3.0
09/05/2023,Completed,1990739,(Soxxx),FIRST CLASS,120360.0,95000.0,34760.0,handguard hengat acerbis Ultimate universal semua motor pelindung tangan klx crf wr155 x ride beat steet vixion cb150r byson mega pro xabre,Sumatera 3,2023-05-18 4:25:08,Batang Cenaku,Kab. Indragiri Hulu,Riau,1.0
09/05/2023,Completed,1455922,(Laxxx),SECOND CLASS,908500.0,877000.0,36120.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-10 3:41:30,Prabumulih Barat,Kota Prabumulih,Sumatera Selatan,3.0
09/05/2023,Completed,1442787,(Soxxx),STANDARD,239500.0,215000.0,17822.0,Master rem kiri bremb0 satu set selang dan stut / kopling hidrolik universal,Sulawesi,2023-05-18 4:25:08,Camba,Kab. Maros,Sulawesi Selatan,5.0
09/05/2023,Completed,1583299,(Soxxx),STANDARD,523200.0,470000.0,22560.0,LAMPU DAYMAKER KOTAK PANAH JEEP FEROZA L300 TAFT DLL / Lampu depan daymaker,Sumatera 1,2023-05-12 8:43:29,Sidikalang,Kab. Dairi,Sumatera Utara,5.0
09/05/2023,Completed,1018352,(Koxxx),FIRST CLASS,737490.0,698000.0,44550.0,OPPO A3s 4/64GB 4/128GB 6/128GB SECOND HAND LIKE NEW 99% TERPERCAYA DAN BERGARANSI 1TAHUN,Sumatera 5,2023-05-09 22:45:39,Negara Batin,Kab. Way Kanan,Lampung,1.0
09/05/2023,Completed,1362311,(Inxxx),FIRST CLASS,897700.0,872200.0,18870.0,new oppo A31 6/128 GB 4G LTE full layar 6.5 inci || garansi 1 tahun penjual || baru oppo A3S ram 4/64 GB Hp murah 6.2inci,Greater Jakarta,2023-05-09 22:45:38,Larangan,Kab. Pamekasan,Jawa Timur,1.0
09/05/2023,Completed,1615409,(Laxxx),FIRST CLASS,894000.0,859000.0,35060.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 1,2023-05-09 22:48:47,Padang Sidempuan Utara (Padangsidimpuan),Kota Padang Sidempuan,Sumatera Utara,1.0
09/05/2023,Completed,1847002,(Soxxx),STANDARD,573500.0,525000.0,29680.0,(Harga sepasang) Lampu daymaker kotak 7 inch jeep feroza taft dot 3 usa,Sumatera 1,2023-05-12 8:47:09,Simanindo,Kab. Samosir,Sumatera Utara,5.0
09/05/2023,Completed,1159976,(Laxxx),STANDARD,1054000.0,1049000.0,30515.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-09 22:45:38,Bunut Hilir,Kab. Kapuas Hulu,Kalimantan Barat,5.0
09/05/2023,Completed,1185796,(Laxxx),STANDARD,854000.0,869000.0,4000.0,HP OPPO A15S SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-09 22:45:39,Kepulauan Seribu Utara,Kab. Kepulauan Seribu,DKI Jakarta,5.0
09/05/2023,Completed,1259062,(Laxxx),STANDARD,1005000.0,878000.0,113120.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Greater Jakarta,2023-05-10 3:41:30,Rarowatu Utara,Kab. Bombana,Sulawesi Tenggara,5.0
09/05/2023,Completed,1594176,(J3xxx),STANDARD,3084500.0,3069000.0,33934.0,OPPO A77S 8/128 NEW GARANSI RESMI & OPPO A96 8/256 NEW GARANSI RESMI OPPO,Sumatera 1,2023-05-09 22:48:47,Manis Mata,Kab. Ketapang,Kalimantan Barat,5.0
09/05/2023,Completed,1974625,(J3xxx),STANDARD,3171500.0,3188000.0,14840.0,OPPO A17 4/64 & OPPO A17K 3/64 NEW GARANSI RESMI OPPO,Sumatera 1,2023-05-09 22:48:47,Huta Bargot,Kab. Mandailing Natal,Sumatera Utara,5.0
09/05/2023,Completed,1129923,(Soxxx),STANDARD,132600.0,99000.0,11280.0,handguard hengat acerbis Ultimate universal semua motor pelindung tangan klx crf wr155 x ride beat steet vixion cb150r byson mega pro xabre,Sumatera 1,2023-05-12 11:08:03,Padang Sidempuan Batunadua,Kota Padang Sidempuan,Sumatera Utara,5.0
10/05/2023,Completed,1869642,(Laxxx),SECOND CLASS,1035000.0,1049000.0,45308.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-11 1:49:31,Tanduk Kalua,Kab. Mamasa,Sulawesi Barat,3.0
10/05/2023,Completed,1382362,(GLxxx),STANDARD,1138000.0,839000.0,317772.0,"Tweeter Driver Black Spider BS D44T ,",Greater Jakarta,2023-05-11 1:49:31,Tikke Raya,Kab. Pasang Kayu,Sulawesi Barat,5.0
10/05/2023,Completed,1127048,(GLxxx),STANDARD,578000.0,445000.0,105924.0,Crossover DBX 224XL + Sub 4way dbx 224xl crossover 224Xl 224 xl Bagus Murah Bestseller ( Bisa COD ),Greater Jakarta,2023-05-11 1:49:31,Tikke Raya,Kab. Pasang Kayu,Sulawesi Barat,5.0
10/05/2023,Completed,1822945,(HXxxx),FIRST CLASS,921000.0,879000.0,45150.0,OPPO A15s RAM 6/128GB FULLSET BERGARANSI 1 TAHUN,Sumatera 2,2023-05-12 15:53:08,Pendopo Barat,Kab. Empat Lawang,Sumatera Selatan,1.0
10/05/2023,Completed,1378102,(GLxxx),STANDARD,711500.0,715000.0,66780.0,Mixer Ashley Premium 6 Original 6 Channel Bluetooth - USB With Soundcard Premium6 Mixing 6 ( Bisa COD ),Sumatera 3,2023-05-12 23:24:53,Rambah Samo,Kab. Rokan Hulu,Riau,5.0
10/05/2023,Completed,1775569,(GLxxx),STANDARD,897500.0,640000.0,282464.0,"Speaker Komponen BlackSpider 1248 , 1240 , 1230 12inch 600watt Original Black spider BS 1248 , BS 1248 , BS 1230 bs1240 bs1248 bs1230 ( Bisa COD )",Greater Jakarta,2023-05-11 1:49:32,Tikke Raya,Kab. Pasang Kayu,Sulawesi Barat,5.0
10/05/2023,Completed,1756336,(GLxxx),STANDARD,255000.0,199000.0,70616.0,"Tweeter Driver Black Spider BS D44T ,",Greater Jakarta,2023-05-11 5:06:19,Tikke Raya,Kab. Pasang Kayu,Sulawesi Barat,5.0
10/05/2023,Completed,1535057,(GLxxx),STANDARD,558500.0,485000.0,59360.0,Speaker Portable Wireless Dat DT 820 QD Original 8 inch Bluetooth Free 2 Mic Wireless Dat820 ( Bisa COD ),Sumatera 1,2023-05-13 2:27:50,Huta Raja Tinggi,Kab. Padang Lawas,Sumatera Utara,5.0
10/05/2023,Completed,1441727,(FFxxx),STANDARD,485418.0,473900.0,32050.0,"OPPO A37 2/16 VS OPPO F1S RAM 4/64 GB VS OPPO A83 RAM 4/64 GB GARANSI 1 TAHUN [ MURAH MERIAH, GRESS, DAN SEGEL BARU ]",Sumatera 5,2023-05-11 23:10:00,Kelumbayan,Kab. Tanggamus,Lampung,5.0
10/05/2023,Completed,1154361,(GLxxx),STANDARD,505410.0,560000.0,64100.0,Mixer Ashley M-House 4 4Channel / MIXER ASHLEY M HOUSE4 house4 Mixer Bagus ( BISA COD ),Sumatera 5,2023-05-11 15:10:01,Sungkai Selatan,Kab. Lampung Utara,Lampung,5.0
10/05/2023,Completed,1830091,(Koxxx),SECOND CLASS,558500.0,560000.0,16370.0,【2】【hp murah cuci gudang ponsel asli 2022】2022 Baru Dijual Ponsel Asli Galaxy S21 8 GB RAM-256 GB ROM SUNSUNG (Semua Baru) 5.3 Inci Ponsel Android 5000 mAh 24MP + 48MP HD Kamera Smartphone 5g Ponsel Dijual CP Smasung,Greater Jakarta,2023-05-17 22:31:52,Talango,Kab. Sumenep,Jawa Timur,3.0
10/05/2023,Completed,1533628,(GLxxx),STANDARD,852500.0,715000.0,53466.0,Mixer Ashley Premium 6 Original 6 Channel Bluetooth - USB With Soundcard Premium6 Mixing 6 ( Bisa COD ),Sulawesi,2023-05-17 22:31:52,Kelara,Kab. Jeneponto,Sulawesi Selatan,5.0
10/05/2023,Completed,1721097,(TAxxx),SECOND CLASS,546500.0,465000.0,123814.0,ACNE SERUM SR12,Sumatera 4,2023-05-13 13:34:55,Long Ikis,Kab. Paser,Kalimantan Timur,3.0
10/05/2023,Completed,1693071,(GLxxx),SECOND CLASS,505410.0,560000.0,74100.0,Mixer Ashley M-House 4 4Channel / MIXER ASHLEY M HOUSE4 house4 Mixer Bagus ( BISA COD ),Sumatera 5,2023-05-13 6:36:01,Sungkai Selatan,Kab. Lampung Utara,Lampung,3.0
10/05/2023,Completed,1862691,(GLxxx),SECOND CLASS,1138000.0,839000.0,327772.0,"Tweeter Driver Black Spider BS D44T ,",Greater Jakarta,2023-05-17 22:07:10,Tikke Raya,Kab. Pasang Kayu,Sulawesi Barat,3.0
10/05/2023,Transit,1954575,(ALxxx),SECOND CLASS,195000.0,150000.0,10000.0,BATOK KEPALA DEPAN BELAKANG SET REPLEKTOR YAMAHA F1ZR BIRU,Kalimantan,2023-05-11 15:10:01,Sungai Tebelian,Kab. Sintang,Kalimantan Barat,3.0
10/05/2023,Completed,1240097,(Laxxx),SECOND CLASS,853000.0,817000.0,42050.0,OPPO F9 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Sumatera 5,2023-05-11 5:06:19,Abung Barat,Kab. Lampung Utara,Lampung,3.0
10/05/2023,Completed,1214664,(SExxx),SECOND CLASS,2027500.0,1200000.0,460414.0,VELG RACING FOR MX KING UKURAN 160/215 RING 17 MODEL RCB WARNA GOLD,Greater Jakarta,2023-05-11 1:49:32,Sangkulirang,Kab. Kutai Timur,Kalimantan Timur,3.0
10/05/2023,Completed,1698664,(Inxxx),SECOND CLASS,1332000.0,1299000.0,34682.0,new oppo a57 ram 6/128 gb baru layar lebar 6.56 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000mah,Greater Jakarta,2023-05-11 1:49:31,Manggala,Kota Makassar,Sulawesi Selatan,3.0
10/05/2023,Completed,1736995,(Laxxx),SECOND CLASS,924000.0,879000.0,58080.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 4,2023-05-12 15:53:08,Koto Balingka,Kab. Pasaman Barat,Sumatera Barat,3.0
10/05/2023,Completed,1616663,(Baxxx),STANDARD,337925.0,285000.0,17822.0,OPT Mata Bor Granit / Marmer / Batu Alam / Keramik 36 mm,Sulawesi,2023-05-17 22:07:10,Ujung Bulu,Kab. Bulukumba,Sulawesi Selatan,5.0
10/05/2023,Completed,1222419,(Soxxx),STANDARD,103530.0,95000.0,14840.0,Handguard Model Acerbis Ultimate Universal Handguard Klx Crf Wr Dtracker Beat Street Vixion Tiger Xride Dll Hangat Acerbis Klx Hangat Acerbis Crf Hangat Acerbis Wr Hangat Acerbis Dtracker Hangat Acerbis Dt Handgat Acerbis Ultimate,Sumatera 1,2023-05-13 13:34:55,Tinggi Raja,Kab. Asahan,Sumatera Utara,5.0
10/05/2023,Completed,1179499,(Soxxx),SECOND CLASS,132600.0,99000.0,21280.0,handguard hengat acerbis Ultimate universal semua motor pelindung tangan klx crf wr155 x ride beat steet vixion cb150r byson mega pro xabre,Sumatera 1,2023-05-13 9:22:18,Padang Sidempuan Batunadua,Kota Padang Sidempuan,Sumatera Utara,3.0
10/05/2023,Completed,1037597,(HXxxx),SECOND CLASS,1053000.0,1019000.0,34040.0,OPPO A54S 6/128GB FULLSET // BISA COD,Sumatera 4,2023-05-10 23:08:46,Pulau Punjung,Kab. Dharmasraya,Sumatera Barat,3.0
10/05/2023,Completed,1680203,(Muxxx),SECOND CLASS,77500.0,55000.0,16370.0,SETELAN WANITA KEKINIAN//SETELAN PANJANG TERBARU,West Java,2023-05-13 8:36:37,Bonang,Kab. Demak,Jawa Tengah,3.0
10/05/2023,Completed,1359841,(Koxxx),FIRST CLASS,802000.0,760000.0,44550.0,new hp oppo a3s ram 6/128gb baru layar lebar 6.2 inci Fullset hp murah jaringan 4g LTE,Sumatera 5,2023-05-11 1:49:31,Bandar Mataram,Kab. Lampung Tengah,Lampung,1.0
10/05/2023,Completed,1641419,(Soxxx),STANDARD,106590.0,59500.0,,Cover disk depan CRF 150 / KLX 150 motif CARBON / tutup piringan cakram CRF 150,Sumatera 1,2023-05-13 6:36:01,Muara Batang Gadis,Kab. Mandailing Natal,Sumatera Utara,5.0
10/05/2023,Completed,1285042,(Laxxx),FIRST CLASS,918000.0,867000.0,27340.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 1,2023-05-11 1:49:31,Besitang,Kab. Langkat,Sumatera Utara,1.0
10/05/2023,Completed,1473814,(Laxxx),STANDARD,1095000.0,1098000.0,32650.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 2,2023-05-12 15:49:42,Kisam Ilir,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
10/05/2023,Completed,1558405,(HXxxx),STANDARD,583500.0,569000.0,11280.0,OPPO F1S 4/64GB FULLSET BERGARANSI 1 TAHUN / BISA COD !!!,Sumatera 1,2023-05-13 9:22:18,Purba,Kab. Simalungun,Sumatera Utara,5.0
10/05/2023,Completed,1737525,(Laxxx),STANDARD,1048500.0,998000.0,29680.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Sumatera 1,2023-05-13 9:18:41,Afulu,Kab. Nias Utara,Sumatera Utara,5.0
10/05/2023,Completed,1230346,(Laxxx),STANDARD,1010000.0,1018000.0,32650.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 2,2023-05-12 15:53:08,Muaradua Kisam,Kab. Ogan Komering Ulu Selatan,Sumatera Selatan,5.0
10/05/2023,Completed,1786864,(Laxxx),FIRST CLASS,1049500.0,1059000.0,34760.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Sumatera 3,2023-05-10 3:45:33,Pelangiran,Kab. Indragiri Hilir,Riau,1.0
10/05/2023,Completed,1640897,(Doxxx),FIRST CLASS,326400.0,320000.0,18870.0,Multitester digital fi alat cek kerusakan sensor injeksi alat riset motor injeksi tester digital multitester scanner scaner motor injeksi multitester digital zotek avometer digital multitester multimeter digital,Central Java,2023-05-10 23:08:46,Sumedang Utara,Kab. Sumedang,Jawa Barat,1.0
10/05/2023,Completed,1823994,(Laxxx),STANDARD,1150000.0,1099000.0,,HP OPPO A54 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 1,2023-05-13 8:36:37,Gunungsitoli,Kota Gunungsitoli,Sumatera Utara,5.0
10/05/2023,Completed,1950327,(Laxxx),STANDARD,1035000.0,1049000.0,35308.0,HP VIVO Y17 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-10 23:08:46,Tanduk Kalua,Kab. Mamasa,Sulawesi Barat,5.0
10/05/2023,Completed,1061917,(Laxxx),STANDARD,1065000.0,1098000.0,24682.0,HP OPPO A54 RAM 6/128GB GARANSI 1 TAHUN FULLSET,Greater Jakarta,2023-05-10 3:45:33,Ujung Pandang,Kota Makassar,Sulawesi Selatan,5.0
10/05/2023,Completed,1900415,(moxxx),SECOND CLASS,4827000.0,4800000.0,42050.0,kaos Boxster kolor santai murah,Sumatera 5,2023-05-13 9:18:41,Banjar Baru,Kab. Tulang Bawang,Lampung,3.0
10/05/2023,Completed,1105527,(Laxxx),SECOND CLASS,3268500.0,3255000.0,22740.0,HP OPPO A54 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-10 3:45:33,Kalianget,Kab. Sumenep,Jawa Timur,3.0
11/05/2023,Completed,1788690,(Glxxx),SECOND CLASS,1858000.0,1670000.0,252389.0,"Power Mixer Ashley CR 6000 , M 6000 , T 400 Original Mixer Ashley CR6000 , M6000 , T400 Original",Kalimantan,2023-05-14 13:31:10,Jawai,Kab. Sambas,Kalimantan Barat,3.0
11/05/2023,Completed,1705178,(Laxxx),FIRST CLASS,1745500.0,1714000.0,76600.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 5,2023-05-14 13:31:10,Kedondong,Kab. Pesawaran,Lampung,1.0
11/05/2023,Completed,1909414,(Laxxx),SECOND CLASS,1034000.0,1017000.0,34682.0,OPPO A54S RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-14 13:30:02,Panakkukang,Kota Makassar,Sulawesi Selatan,3.0
11/05/2023,Completed,1123553,(ALxxx),SECOND CLASS,146370.0,115000.0,23296.0,COVER BODY BELAKANG HONDA REVO LAMA HITAM PUTIH MERAH BIRU SILVER,Greater Jakarta,2023-05-14 14:51:46,Manggar,Kab. Belitung Timur,Bangka Belitung,3.0
11/05/2023,Completed,1915844,(HXxxx),SECOND CLASS,914000.0,859000.0,24840.0,OPPO A31 6/128GB FULLSET GARANSI TERPERCAYA 1TAHUN,Sumatera 1,2023-05-16 15:58:29,Batahan,Kab. Mandailing Natal,Sumatera Utara,3.0
11/05/2023,Completed,1340628,(Laxxx),FIRST CLASS,908500.0,877000.0,38620.0,OPPO A15S RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 2,2023-05-12 3:08:17,Prabumulih Barat,Kota Prabumulih,Sumatera Selatan,1.0
11/05/2023,Completed,1495250,(Soxxx),STANDARD,135150.0,95000.0,18400.0,Handguard Model Acerbis Ultimate Universal Handguard Klx Crf Wr Dtracker Beat Street Vixion Tiger Xride Dll Hangat Acerbis Klx Hangat Acerbis Crf Hangat Acerbis Wr Hangat Acerbis Dtracker Hangat Acerbis Dt Handgat Acerbis Ultimate,Greater Jakarta,2023-05-12 0:55:02,Ulu Talo,Kab. Seluma,Bengkulu,5.0
11/05/2023,Completed,1834820,(Laxxx),SECOND CLASS,918000.0,867000.0,24840.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sumatera 1,2023-05-13 23:01:07,Besitang,Kab. Langkat,Sumatera Utara,3.0
11/05/2023,Completed,1288368,(Laxxx),STANDARD,4382000.0,4330000.0,89110.0,OPPO A31 RAM 6/128GB GARANSI 1 TAHUN COD!!!,Sulawesi,2023-05-16 15:58:29,Panca Rijang,Kab. Sidenreng Rappang/rapang,Sulawesi Selatan,5.0
11/05/2023,Completed,1150936,(Laxxx),STANDARD,895000.0,868000.0,29680.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 1,2023-05-14 13:30:02,Angkola Timur,Kab. Tapanuli Selatan,Sumatera Utara,5.0
11/05/2023,Completed,1215845,(J3xxx),STANDARD,2359500.0,2297000.0,65477.0,REALME C55 6/128 & 8/256 NEW GARANSI RESMI REALME,Sumatera 1,2023-05-11 22:44:52,Banama Tingang,Kab. Pulang Pisau,Kalimantan Tengah,5.0
11/05/2023,Completed,1543855,(HXxxx),STANDARD,1429000.0,1399000.0,30515.0,VIVO Y33S RAM 8/128GB FULLSET // BISA COD,Greater Jakarta,2023-05-12 3:08:17,Sungai Melayu Rayak,Kab. Ketapang,Kalimantan Barat,5.0
11/05/2023,Completed,1197778,(Laxxx),STANDARD,4177500.0,4076000.0,59360.0,HP OPPO A54S RAM 6/128GB GARANSI 1 TAHUN,Sumatera 1,2023-05-14 13:31:10,Barumun,Kab. Padang Lawas,Sumatera Utara,5.0
11/05/2023,Completed,1682574,(Laxxx),STANDARD,961000.0,879000.0,29680.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 1,2023-05-14 14:51:46,Muara Batang Gadis,Kab. Mandailing Natal,Sumatera Utara,5.0
11/05/2023,Completed,1772865,(Laxxx),STANDARD,937500.0,879000.0,29680.0,OPPO A15S RAM 6/128 GB FULLSET Garansi 1 Tahun Android COD,Sumatera 1,2023-05-14 14:40:02,Bangun Purba,Kab. Deli Serdang,Sumatera Utara,5.0
11/05/2023,Completed,1430706,(Laxxx),FIRST CLASS,2661000.0,2577000.0,140700.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 5,2023-05-13 14:53:57,Kasui,Kab. Way Kanan,Lampung,1.0
11/05/2023,Completed,1747141,(HXxxx),FIRST CLASS,2083500.0,2038000.0,42180.0,OPPO A54S 6/128GB FULLSET // BISA COD,Sumatera 1,2023-05-16 15:58:29,Berampu (Brampu),Kab. Dairi,Sumatera Utara,1.0
11/05/2023,Completed,1613168,(Shxxx),FIRST CLASS,233108.0,211537.0,34760.0,ROOM Hp Samsung B310 Murah Handphone Samsung b310e Jadul GARANSI Dual Sim Ponsel Samsung Tombol Besar Mobile Phone,Sumatera 3,2023-05-13 23:01:07,Pujud,Kab. Rokan Hilir,Riau,1.0
11/05/2023,Completed,1884403,(Inxxx),FIRST CLASS,1116500.0,1078000.0,45150.0,new oppo a16 ram 6/128 gb baru layar lebar 6.52 inci Fullset hp murah jaringan sidik jari hp 4g LTE Baterai 5000 mah,Sumatera 2,2023-05-13 14:56:05,Muara Telang,Kab. Banyuasin,Sumatera Selatan,1.0
11/05/2023,Completed,1734913,(Shxxx),STANDARD,233108.0,211537.0,22260.0,ROOM Hp Samsung B310 Murah Handphone Samsung b310e Jadul GARANSI Dual Sim Ponsel Samsung Tombol Besar Mobile Phone,Sumatera 3,2023-05-13 23:01:07,Pujud,Kab. Rokan Hilir,Riau,5.0
11/05/2023,Completed,1109040,(Soxxx),STANDARD,261120.0,195000.0,44520.0,headlamp reflektor klx crf wr 155 led daymaker plus alis angel eyes / lampu depan klx bf crf wr 155,Sumatera 3,2023-05-13 14:56:05,Kelayang,Kab. Indragiri Hulu,Riau,5.0
11/05/2023,Completed,1495453,(Soxxx),STANDARD,120360.0,95000.0,22260.0,handguard hengat acerbis Ultimate universal semua motor pelindung tangan klx crf wr155 x ride beat steet vixion cb150r byson mega pro xabre,Sumatera 3,2023-05-13 14:53:57,Batang Cenaku,Kab. Indragiri Hulu,Riau,5.0
11/05/2023,Completed,1436536,(Soxxx),STANDARD,214200.0,165000.0,32650.0,piringan cakram klx scarlet 1set depan belakang standar variasi klx tinggal pnp,Sumatera 2,2023-05-12 22:51:09,Mesuji,Kab. Ogan Komering Ilir,Sumatera Selatan,5.0
11/05/2023,Completed,1952601,(Soxxx),STANDARD,119242.0,95000.0,39575.0,Handguard Model Acerbis Ultimate Universal Handguard Klx Crf Wr Dtracker Beat Street Vixion Tiger Xride Dll Hangat Acerbis Klx Hangat Acerbis Crf Hangat Acerbis Wr Hangat Acerbis Dtracker Hangat Acerbis Dt Handgat Acerbis Ultimate,Greater Jakarta,2023-05-12 0:55:05,Pasie Raja,Kab. Aceh Selatan,Nanggroe Aceh Darussalam (Nad),5.0
11/05/2023,Completed,1743446,(Asxxx),SECOND CLASS,1016000.0,979000.0,28700.0,Tablet Kubik Genta 10inch - RAM 2GB ROM 32GB - Battery 5000mAh - Garansi resmi,Sumatera 4,2023-05-12 0:55:05,Pariaman Utara,Kota Pariaman,Sumatera Barat,3.0
11/05/2023,Completed,1974462,(Bixxx),SECOND CLASS,513500.0,420000.0,138200.0,COD - SSA Die Da Yao Jing obat merah / betadine Cina,Sumatera 5,2023-05-12 0:55:02,Pesisir Selatan,Kab. Pesisir Barat,Lampung,3.0
11/05/2023,Completed,1604400,(Laxxx),SECOND CLASS,1180000.0,1097000.0,40515.0,OPPO A54 RAM 6/128GB FULLSET GARANSI 1 TH TERSEGEL,Greater Jakarta,2023-05-13 14:56:05,Manis Mata,Kab. Ketapang,Kalimantan Barat,3.0
12/05/2023,Completed,1823210,(Inxxx),STANDARD,2809000.0,2754000.0,,new oppo a31 ram 6/128gb baru layar lebar 6.5 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Greater Jakarta,2023-05-12 23:12:14,Bunga Mas,Kab. Bengkulu Selatan,Bengkulu,5.0
12/05/2023,Completed,1508492,(Laxxx),SECOND CLASS,731000.0,699000.0,74100.0,"OPPO A3S RAM 6/128GB FULLSET Garansi 1 TH ,Handphone Smartphone",Sumatera 5,2023-05-14 21:31:08,Simpang Pematang,Kab. Mesuji,Lampung,3.0
12/05/2023,Completed,1890297,(Inxxx),SECOND CLASS,908700.0,872200.0,24840.0,new oppo a31 ram 6/128gb baru layar lebar 6.5 inci Fullset hp murah jaringan sidik jari hp 4g LTE,Sumatera 1,2023-05-13 3:23:31,Laguboti,Kab. Toba Samosir,Sumatera Utara,3.0
12/05/2023,Completed,1973562,(J3xxx),FIRST CLASS,2125500.0,2078000.0,77977.0,XIAOMI RFEDMI A2 3/32 & REDMI A1 2/32 NEW GARANSI RESMI XIAOMI,Sumatera 1,2023-05-15 1:30:09,Sepang (Sepang Simin),Kab. Gunung Mas,Kalimantan Tengah,1.0
12/05/2023,Completed,1771167,(Laxxx),SECOND CLASS,901150.0,859000.0,94880.0,OPPO A31 - 6GB/128GB FULLSET AI Triple Camera Garansi 1TAHUN COD,Sumatera 6,2023-05-13 3:23:33,Kumpeh,Kab. Muaro Jambi,Jambi,3.0
12/05/2023,Transit,1278715,(Roxxx),SECOND CLASS,132600.0,101500.0,10000.0,AT Mata Profil Router Round Bottom 6 mm Nose Cove Bits,Greater Jakarta,2023-05-13 14:11:21,Sungai Liat,Kab. Bangka,Bangka Belitung,3.0
12/05/2023,Completed,1312965,(Laxxx),SECOND CLASS,989000.0,979000.0,40515.0,HP OPPO A16 SMARTPHONE RAM 4/64GB 6/128GB NEW FULLSET GARANSI 1 TAHUN,Greater Jakarta,2023-05-15 13:58:40,Kendawangan,Kab. Ketapang,Kalimantan Barat,3.0
12/05/2023,Completed,1489412,(GLxxx),STANDARD,223359.0,195000.0,6370.0,Mic Kabel Condenser Shure PRO 90C Microphone Cable Condensor Pro 90 C Pro90c ( Bisa COD ),Greater Jakarta,2023-05-13 0:06:09,Larangan,Kab. Pamekasan,Jawa Timur,5.0
12/05/2023,Completed,1065682,(GLxxx),STANDARD,501840.0,320000.0,209796.0,Speaker Komponen BlackSpider 1240 12inch 600watt Original Speaker Componen Black spider BS 1240 bs1240 ( Bisa COD ),Greater Jakarta,2023-05-13 0:05:48,Helumo,Kab. Bolaang Mongondow Selatan,Sulawesi Utara,5.0
12/05/2023,Completed,1910156,(GLxxx),STANDARD,833000.0,720000.0,33840.0,Mixer Audio Ashley Premium 6 & Premium 4 Original New Series Ashley Premium6 dan Premium4 Bagus ( Bisa COD ),Sumatera 1,2023-05-15 1:30:09,Sei Balai,Kab. Batu Bara,Sumatera Utara,5.0
12/05/2023,Completed,1758550,(Laxxx),SECOND CLASS,1029000.0,959000.0,46800.0,OPPO A16 RAM 6/128GB - FULLSET GARANSI 1 THN,Greater Jakarta,2023-05-13 0:06:09,Nasal,Kab. Kaur,Bengkulu,3.0
12/05/2023,Completed,1817532,(Laxxx),SECOND CLASS,880000.0,859000.0,24840.0,HP OPPO A31 SMARTPHONE RAM 6/128GB NEW FULLSET GARANSI 1 TAHUN,Sumatera 1,2023-05-13 3:23:30,Parmaksian,Kab. Toba Samosir,Sumatera Utara,3.0
